Building,Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23
B4779,0.472,0.422,0.526,0.7,0.7,0.7,0.678,0.686,0.7,0.7,0.442,0.376,0.358,0.262,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.366,0.47
B4780,0.412,0.483,0.681,0.575,0.65,0.7,0.7,0.592,0.7,0.7,0.646,0.461,0.411,0.303,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.228,0.32,0.482
B4781,0.442,0.496,0.53,0.7,0.7,0.7,0.7,0.574,0.7,0.616,0.588,0.451,0.325,0.281,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.264,0.444
B4782,0.353,0.515,0.661,0.7,0.7,0.7,0.694,0.7,0.7,0.572,0.402,0.399,0.293,0.277,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.208,0.272,0.314
B4783,0.423,0.431,0.442,0.7,0.678,0.7,0.7,0.7,0.7,0.631,0.584,0.445,0.429,0.286,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.332,0.45
B4784,0.437,0.366,0.685,0.627,0.7,0.7,0.7,0.7,0.636,0.7,0.574,0.575,0.406,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.212,0.276,0.475
B4785,0.404,0.631,0.59,0.666,0.7,0.7,0.7,0.7,0.572,0.554,0.544,0.328,0.301,0.257,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.375,0.376
B4786,0.308,0.513,0.646,0.7,0.7,0.653,0.7,0.7,0.7,0.662,0.545,0.538,0.443,0.279,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.218,0.2,0.326
B4787,0.347,0.43,0.486,0.621,0.584,0.7,0.645,0.641,0.7,0.598,0.412,0.347,0.379,0.271,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.296,0.289
B4788,0.441,0.494,0.7,0.584,0.594,0.692,0.599,0.7,0.685,0.7,0.416,0.475,0.275,0.327,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.272,0.365
B4789,0.448,0.592,0.559,0.547,0.7,0.7,0.7,0.618,0.7,0.592,0.691,0.542,0.284,0.247,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.246,0.464
B4790,0.363,0.608,0.435,0.7,0.7,0.604,0.7,0.7,0.7,0.624,0.454,0.462,0.376,0.207,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.34,0.402
B4791,0.34,0.552,0.7,0.584,0.7,0.686,0.7,0.635,0.7,0.57,0.468,0.313,0.329,0.235,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.355,0.408
B4792,0.46,0.518,0.674,0.657,0.7,0.7,0.7,0.649,0.7,0.558,0.7,0.578,0.346,0.251,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.201,0.246,0.468
B4793,0.466,0.62,0.495,0.65,0.621,0.7,0.7,0.7,0.684,0.61,0.559,0.393,0.403,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.224,0.457
B4794,0.334,0.574,0.591,0.544,0.7,0.642,0.672,0.671,0.7,0.621,0.554,0.461,0.321,0.307,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.247,0.391
B4795,0.336,0.405,0.561,0.606,0.7,0.7,0.675,0.589,0.7,0.7,0.614,0.568,0.399,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.354,0.45
B4796,0.398,0.581,0.7,0.593,0.666,0.7,0.7,0.7,0.7,0.552,0.435,0.418,0.441,0.248,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.206,0.252,0.351
B4797,0.337,0.407,0.585,0.503,0.564,0.7,0.7,0.7,0.7,0.61,0.498,0.52,0.281,0.306,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.305
B4798,0.436,0.456,0.487,0.7,0.681,0.7,0.7,0.7,0.68,0.643,0.597,0.368,0.394,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.291,0.335
B4799,0.456,0.506,0.588,0.596,0.7,0.7,0.676,0.7,0.618,0.7,0.561,0.348,0.255,0.213,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.34,0.518
B4800,0.454,0.389,0.506,0.606,0.7,0.7,0.675,0.657,0.671,0.7,0.584,0.321,0.382,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.235,0.306,0.346
B4801,0.426,0.403,0.582,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.542,0.587,0.315,0.263,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.255,0.277,0.495
B4802,0.309,0.436,0.577,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.605,0.384,0.318,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.359,0.363
B4803,0.278,0.581,0.547,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.512,0.394,0.362,0.328,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.23,0.25,0.454
B4804,0.414,0.481,0.626,0.634,0.66,0.7,0.7,0.662,0.7,0.485,0.447,0.522,0.348,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.299,0.517
B4805,0.494,0.6,0.612,0.7,0.639,0.669,0.7,0.7,0.57,0.7,0.46,0.571,0.319,0.226,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.368,0.318
B4806,0.452,0.52,0.563,0.7,0.616,0.7,0.7,0.57,0.55,0.582,0.537,0.495,0.372,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.318,0.377
B4807,0.324,0.45,0.7,0.688,0.623,0.629,0.7,0.7,0.616,0.577,0.561,0.367,0.432,0.245,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.209,0.246,0.444
B4808,0.51,0.456,0.428,0.7,0.65,0.7,0.682,0.7,0.505,0.7,0.45,0.511,0.327,0.27,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.377,0.385
B4809,0.481,0.579,0.7,0.598,0.7,0.7,0.7,0.696,0.7,0.667,0.445,0.524,0.425,0.268,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.27,0.475
B4810,0.448,0.482,0.578,0.631,0.7,0.591,0.7,0.637,0.7,0.7,0.681,0.32,0.324,0.2,0.203,0.2,0.2,0.2,0.2,0.2,0.2,0.225,0.32,0.459
B4811,0.415,0.455,0.652,0.7,0.7,0.7,0.7,0.7,0.668,0.611,0.507,0.314,0.335,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.203,0.287,0.369
B4812,0.36,0.386,0.475,0.683,0.7,0.7,0.7,0.7,0.602,0.585,0.644,0.326,0.382,0.235,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.203,0.36,0.46
B4813,0.318,0.551,0.584,0.686,0.7,0.7,0.7,0.688,0.7,0.572,0.426,0.484,0.383,0.24,0.208,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.301,0.451
B4814,0.346,0.454,0.543,0.7,0.7,0.7,0.7,0.7,0.504,0.536,0.621,0.513,0.309,0.253,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.274,0.336
B4815,0.459,0.348,0.618,0.614,0.7,0.7,0.7,0.673,0.659,0.7,0.652,0.474,0.353,0.224,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.323,0.458
B4816,0.356,0.435,0.7,0.7,0.7,0.7,0.7,0.7,0.635,0.615,0.475,0.387,0.265,0.286,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.248,0.322
B4817,0.476,0.42,0.7,0.7,0.7,0.7,0.7,0.7,0.636,0.689,0.47,0.614,0.412,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.29,0.303
B4818,0.475,0.459,0.585,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.567,0.386,0.259,0.293,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.221,0.345,0.462
B4819,0.443,0.349,0.652,0.672,0.7,0.63,0.7,0.7,0.7,0.7,0.439,0.482,0.409,0.232,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.35,0.442
B4820,0.379,0.386,0.651,0.7,0.638,0.7,0.7,0.572,0.7,0.625,0.487,0.444,0.426,0.305,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.212,0.244,0.379
B4821,0.413,0.508,0.673,0.7,0.7,0.7,0.608,0.7,0.634,0.573,0.419,0.458,0.367,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.23,0.381,0.391
B4822,0.414,0.606,0.495,0.688,0.564,0.7,0.7,0.7,0.7,0.7,0.441,0.491,0.233,0.257,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.294,0.308
B4823,0.4,0.628,0.637,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.624,0.454,0.264,0.257,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.268,0.342
B4824,0.33,0.486,0.523,0.7,0.7,0.7,0.7,0.7,0.7,0.613,0.404,0.446,0.335,0.285,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.264,0.251,0.349
B4825,0.342,0.543,0.562,0.687,0.7,0.7,0.7,0.7,0.523,0.7,0.652,0.429,0.402,0.239,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.275,0.267,0.385
B4826,0.455,0.67,0.661,0.7,0.7,0.7,0.675,0.7,0.7,0.61,0.548,0.522,0.241,0.252,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.309,0.425
B4827,0.42,0.465,0.48,0.7,0.604,0.7,0.7,0.7,0.7,0.557,0.56,0.459,0.325,0.227,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.323,0.434
B4828,0.441,0.654,0.494,0.674,0.7,0.7,0.7,0.667,0.605,0.7,0.658,0.498,0.287,0.247,0.219,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.211,0.325
B4829,0.406,0.439,0.53,0.7,0.603,0.677,0.7,0.7,0.678,0.548,0.631,0.503,0.385,0.287,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.312,0.341
B4830,0.405,0.493,0.697,0.586,0.534,0.7,0.7,0.7,0.7,0.588,0.515,0.601,0.366,0.268,0.214,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.297,0.331
B4831,0.362,0.432,0.663,0.691,0.7,0.7,0.7,0.696,0.673,0.681,0.555,0.443,0.367,0.261,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.447
B4832,0.438,0.477,0.7,0.651,0.543,0.7,0.7,0.7,0.63,0.617,0.431,0.488,0.306,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.301,0.481
B4833,0.507,0.39,0.648,0.7,0.674,0.7,0.7,0.7,0.634,0.646,0.679,0.595,0.354,0.223,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.227,0.332,0.398
B4834,0.359,0.547,0.587,0.618,0.7,0.7,0.7,0.7,0.7,0.619,0.571,0.393,0.309,0.257,0.201,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.333,0.322
B4835,0.422,0.512,0.532,0.699,0.699,0.7,0.7,0.7,0.566,0.584,0.515,0.495,0.282,0.2,0.207,0.2,0.2,0.2,0.2,0.2,0.2,0.204,0.386,0.333
B4836,0.366,0.607,0.683,0.7,0.7,0.7,0.7,0.7,0.7,0.514,0.471,0.494,0.294,0.22,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.219,0.346
B4837,0.415,0.604,0.679,0.629,0.7,0.7,0.558,0.7,0.7,0.52,0.516,0.604,0.454,0.267,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.231,0.317,0.355
B4838,0.383,0.591,0.587,0.613,0.7,0.631,0.7,0.7,0.612,0.7,0.529,0.526,0.415,0.208,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.228,0.285,0.359
B4839,0.298,0.471,0.539,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.53,0.371,0.346,0.257,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.206,0.293,0.395
B4840,0.428,0.477,0.439,0.7,0.652,0.7,0.7,0.624,0.7,0.695,0.452,0.374,0.364,0.229,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.216,0.341,0.462
B4841,0.385,0.605,0.7,0.7,0.7,0.7,0.7,0.7,0.622,0.46,0.49,0.516,0.372,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.203,0.314,0.332
B4842,0.318,0.58,0.598,0.7,0.7,0.622,0.7,0.7,0.698,0.674,0.7,0.519,0.275,0.268,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.28,0.337,0.469
B4843,0.393,0.512,0.509,0.595,0.7,0.7,0.7,0.7,0.7,0.7,0.686,0.54,0.407,0.245,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.364,0.468
B4844,0.365,0.417,0.7,0.69,0.7,0.648,0.69,0.61,0.552,0.576,0.434,0.602,0.317,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.385,0.483
B4845,0.366,0.59,0.7,0.688,0.7,0.618,0.7,0.579,0.662,0.691,0.63,0.436,0.267,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.322,0.37
B4846,0.406,0.389,0.7,0.627,0.614,0.7,0.692,0.7,0.7,0.515,0.427,0.362,0.259,0.237,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.387,0.332
B4847,0.428,0.488,0.549,0.7,0.7,0.609,0.7,0.7,0.682,0.59,0.467,0.545,0.28,0.245,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.242,0.323
B4848,0.395,0.61,0.7,0.7,0.567,0.7,0.7,0.7,0.7,0.551,0.427,0.342,0.305,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.301,0.323
B4849,0.415,0.675,0.686,0.623,0.7,0.7,0.7,0.638,0.7,0.7,0.594,0.518,0.238,0.203,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.207,0.254,0.52
B4850,0.344,0.566,0.508,0.589,0.7,0.665,0.7,0.671,0.555,0.7,0.586,0.413,0.308,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.401,0.435
B4851,0.328,0.526,0.625,0.495,0.565,0.7,0.681,0.7,0.7,0.545,0.573,0.44,0.386,0.286,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.208,0.389,0.41
B4852,0.408,0.619,0.7,0.563,0.7,0.587,0.7,0.7,0.552,0.488,0.644,0.301,0.395,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.326,0.426
B4853,0.333,0.585,0.592,0.541,0.677,0.7,0.7,0.61,0.7,0.7,0.567,0.475,0.408,0.269,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.206,0.209,0.439
B4854,0.47,0.533,0.512,0.647,0.685,0.679,0.7,0.622,0.65,0.7,0.473,0.42,0.244,0.216,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.291,0.519
B4855,0.258,0.447,0.634,0.7,0.7,0.7,0.7,0.7,0.532,0.561,0.656,0.515,0.285,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.286,0.313
B4856,0.478,0.57,0.699,0.7,0.7,0.7,0.7,0.7,0.548,0.7,0.4,0.396,0.374,0.303,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.268,0.504
B4857,0.319,0.58,0.574,0.665,0.62,0.7,0.7,0.7,0.7,0.668,0.685,0.494,0.453,0.212,0.206,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.487
B4858,0.511,0.518,0.627,0.607,0.7,0.622,0.7,0.565,0.608,0.467,0.693,0.507,0.342,0.276,0.207,0.2,0.2,0.2,0.2,0.2,0.2,0.237,0.248,0.407
B4859,0.313,0.451,0.413,0.654,0.7,0.7,0.7,0.7,0.609,0.7,0.454,0.482,0.361,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.219,0.308,0.348
B4860,0.444,0.634,0.621,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.598,0.535,0.38,0.219,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.221,0.344,0.343
B4861,0.502,0.376,0.7,0.577,0.7,0.7,0.641,0.7,0.628,0.548,0.449,0.345,0.316,0.337,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.246,0.209,0.498
B4862,0.494,0.516,0.551,0.689,0.7,0.7,0.7,0.7,0.548,0.511,0.582,0.525,0.307,0.243,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.206,0.303,0.452
B4863,0.471,0.451,0.692,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.425,0.411,0.372,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.302,0.491
B4864,0.413,0.498,0.632,0.515,0.7,0.598,0.7,0.7,0.7,0.637,0.658,0.512,0.255,0.247,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.281,0.399
B4865,0.349,0.6,0.613,0.567,0.7,0.617,0.7,0.697,0.601,0.7,0.515,0.315,0.329,0.218,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.212,0.25,0.471
B4866,0.444,0.453,0.519,0.555,0.7,0.7,0.7,0.7,0.686,0.7,0.544,0.358,0.247,0.258,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.222,0.293,0.403
B4867,0.422,0.405,0.653,0.544,0.568,0.622,0.7,0.68,0.668,0.535,0.568,0.477,0.449,0.327,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.259,0.356
B4868,0.449,0.577,0.547,0.7,0.636,0.7,0.7,0.7,0.633,0.7,0.634,0.328,0.352,0.277,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.219,0.312,0.379
B4869,0.309,0.614,0.639,0.59,0.7,0.7,0.7,0.7,0.669,0.478,0.514,0.565,0.296,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.204,0.28,0.315
B4870,0.431,0.56,0.493,0.7,0.654,0.7,0.7,0.7,0.649,0.498,0.602,0.437,0.388,0.223,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.318,0.417
B4871,0.398,0.411,0.47,0.7,0.7,0.637,0.668,0.7,0.598,0.457,0.548,0.454,0.355,0.232,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.324,0.484
B4872,0.365,0.387,0.612,0.7,0.646,0.62,0.7,0.7,0.7,0.597,0.629,0.482,0.419,0.235,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.242,0.356,0.464
B4873,0.41,0.452,0.652,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.562,0.522,0.291,0.313,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.3,0.397
B4874,0.341,0.387,0.527,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.462,0.534,0.411,0.268,0.214,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.37,0.289
B4875,0.285,0.502,0.596,0.7,0.7,0.67,0.7,0.7,0.7,0.7,0.519,0.397,0.378,0.256,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.212,0.273,0.288
B4876,0.402,0.555,0.429,0.619,0.612,0.7,0.7,0.7,0.7,0.532,0.63,0.395,0.415,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.227,0.425
B4877,0.502,0.532,0.691,0.7,0.7,0.7,0.593,0.7,0.614,0.7,0.628,0.478,0.403,0.283,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.217,0.424
B4878,0.364,0.606,0.7,0.7,0.7,0.7,0.7,0.7,0.66,0.7,0.636,0.474,0.366,0.253,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.224,0.32,0.404
B4879,0.462,0.543,0.608,0.551,0.7,0.7,0.623,0.7,0.7,0.636,0.587,0.373,0.428,0.241,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.262,0.316
B4880,0.428,0.518,0.641,0.7,0.7,0.7,0.624,0.611,0.7,0.7,0.585,0.473,0.396,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.209,0.248,0.434
B4881,0.414,0.415,0.7,0.638,0.7,0.658,0.7,0.7,0.608,0.616,0.414,0.411,0.445,0.245,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.218,0.301,0.355
B4882,0.34,0.577,0.46,0.618,0.617,0.7,0.7,0.563,0.585,0.7,0.499,0.557,0.33,0.223,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.246,0.313,0.398
B4883,0.506,0.654,0.499,0.7,0.678,0.649,0.7,0.611,0.587,0.606,0.584,0.399,0.46,0.23,0.211,0.2,0.2,0.2,0.2,0.2,0.2,0.251,0.245,0.408
B4884,0.289,0.537,0.613,0.525,0.7,0.677,0.7,0.682,0.7,0.6,0.463,0.508,0.3,0.251,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.274,0.306,0.446
B4885,0.409,0.456,0.602,0.7,0.7,0.697,0.64,0.7,0.7,0.7,0.484,0.511,0.388,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.281,0.338,0.435
B4886,0.42,0.438,0.576,0.7,0.7,0.7,0.7,0.7,0.7,0.52,0.571,0.391,0.369,0.258,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.268,0.33,0.459
B4887,0.404,0.585,0.625,0.7,0.7,0.7,0.7,0.7,0.7,0.572,0.617,0.478,0.311,0.265,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.23,0.35,0.477
B4888,0.497,0.574,0.7,0.7,0.618,0.7,0.7,0.669,0.7,0.495,0.445,0.481,0.325,0.274,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.289,0.35
B4889,0.346,0.552,0.694,0.7,0.7,0.7,0.7,0.57,0.573,0.61,0.672,0.601,0.346,0.282,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.268,0.446
B4890,0.495,0.469,0.7,0.7,0.7,0.7,0.587,0.7,0.637,0.546,0.505,0.473,0.344,0.266,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.297,0.365
B4891,0.414,0.465,0.456,0.7,0.7,0.7,0.692,0.582,0.675,0.7,0.467,0.506,0.31,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.268,0.294
B4892,0.378,0.625,0.626,0.645,0.7,0.7,0.7,0.667,0.562,0.547,0.7,0.49,0.295,0.247,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.208,0.208,0.366
B4893,0.385,0.564,0.597,0.606,0.7,0.7,0.7,0.7,0.7,0.7,0.688,0.41,0.345,0.266,0.214,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.241,0.471
B4894,0.304,0.562,0.691,0.7,0.637,0.604,0.61,0.552,0.7,0.551,0.667,0.427,0.383,0.311,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.32,0.294
B4895,0.386,0.468,0.619,0.7,0.7,0.7,0.7,0.7,0.7,0.59,0.485,0.399,0.419,0.299,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.264,0.36,0.337
B4896,0.349,0.552,0.652,0.572,0.7,0.7,0.609,0.694,0.7,0.7,0.7,0.448,0.345,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.341,0.285
B4897,0.514,0.611,0.601,0.7,0.7,0.693,0.662,0.622,0.696,0.68,0.484,0.465,0.401,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.304,0.491
B4898,0.324,0.593,0.612,0.505,0.581,0.7,0.7,0.631,0.604,0.614,0.579,0.381,0.354,0.205,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.329,0.428
B4899,0.293,0.569,0.561,0.7,0.7,0.7,0.7,0.555,0.7,0.63,0.699,0.35,0.281,0.264,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.294,0.335
B4900,0.306,0.663,0.563,0.7,0.7,0.7,0.7,0.581,0.635,0.507,0.415,0.458,0.315,0.32,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.32,0.4
B4901,0.417,0.448,0.439,0.7,0.7,0.7,0.7,0.593,0.7,0.577,0.665,0.502,0.391,0.242,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.237,0.418
B4902,0.352,0.479,0.62,0.7,0.7,0.7,0.7,0.595,0.7,0.485,0.568,0.578,0.274,0.314,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.249,0.433
B4903,0.373,0.419,0.7,0.7,0.571,0.7,0.7,0.7,0.7,0.557,0.606,0.377,0.416,0.255,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.247,0.358,0.424
B4904,0.366,0.403,0.7,0.528,0.663,0.7,0.7,0.7,0.7,0.594,0.415,0.498,0.332,0.206,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.387
B4905,0.455,0.583,0.7,0.7,0.539,0.7,0.58,0.7,0.7,0.7,0.45,0.472,0.301,0.243,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.268,0.45
B4906,0.431,0.478,0.511,0.612,0.7,0.7,0.7,0.7,0.7,0.645,0.473,0.499,0.334,0.319,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.215,0.27,0.524
B4907,0.339,0.55,0.568,0.592,0.7,0.7,0.7,0.7,0.627,0.555,0.545,0.396,0.402,0.277,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.222,0.316,0.488
B4908,0.289,0.48,0.537,0.612,0.7,0.7,0.7,0.7,0.658,0.594,0.482,0.414,0.36,0.223,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.338,0.402
B4909,0.493,0.509,0.651,0.7,0.642,0.7,0.646,0.7,0.7,0.587,0.511,0.443,0.355,0.251,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.202,0.347,0.518
B4910,0.339,0.531,0.554,0.7,0.7,0.7,0.7,0.624,0.7,0.51,0.432,0.36,0.299,0.218,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.277,0.268,0.421
B4911,0.389,0.681,0.461,0.533,0.631,0.612,0.583,0.7,0.558,0.648,0.635,0.345,0.382,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.26,0.274,0.419
B4912,0.502,0.444,0.613,0.632,0.7,0.7,0.7,0.7,0.683,0.533,0.566,0.46,0.31,0.277,0.213,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.246,0.378
B4913,0.333,0.609,0.7,0.7,0.7,0.7,0.664,0.7,0.63,0.49,0.591,0.405,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.359,0.346
B4914,0.449,0.474,0.492,0.497,0.647,0.7,0.7,0.7,0.7,0.504,0.533,0.449,0.33,0.239,0.213,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.207,0.367
B4915,0.285,0.442,0.563,0.486,0.613,0.7,0.593,0.7,0.7,0.633,0.611,0.368,0.358,0.239,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.374,0.481
B4916,0.491,0.559,0.59,0.7,0.7,0.655,0.7,0.7,0.686,0.7,0.607,0.312,0.342,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.256,0.428
